"opportunity_id","lead_id","opportunity_name","status","created_at"
"6542","13059","Opportunity for Jamie Gray","Closed Won","2025-04-03 14:52:21.563940"
"6543","13061","Opportunity for David Casey","Open","2025-04-30 00:03:42.576159"
"6544","13067","Opportunity for Paul Bonilla","Closed Lost","2025-04-08 01:06:45.611243"
"6545","13068","Opportunity for Robert Diaz","Open","2025-06-28 15:24:07.806464"
"6546","13069","Opportunity for Nicholas Jackson","Closed Won","2025-06-08 10:25:36.187603"
"6547","13073","Opportunity for Eric Guerrero","Closed Lost","2025-03-20 05:51:02.788771"
"6548","13076","Opportunity for Anthony Moreno","Closed Won","2025-06-09 21:45:03.573830"
"6549","13079","Opportunity for Katherine Holder","Closed Lost","2025-07-11 18:43:06.056763"
"6550","13084","Opportunity for Shannon Estrada","Closed Won","2025-03-14 02:04:39.419224"
"6551","13087","Opportunity for Daniel Mayo","Closed Lost","2025-03-26 07:21:59.407319"
"6552","13088","Opportunity for Brian Miller","Closed Won","2025-06-12 18:44:41.507711"
"6553","13092","Opportunity for Michael Hunt","Open","2025-05-13 01:45:39.305359"
"6554","13093","Opportunity for Sarah George","Closed Won","2025-05-11 04:33:17.188046"
"6555","13100","Opportunity for Angel Gibson","Closed Lost","2025-05-22 10:04:59.097472"
"6556","13102","Opportunity for Mia Shepherd","Closed Lost","2025-08-15 22:27:27.731767"
"6557","13109","Opportunity for Phillip Martinez","Closed Won","2025-08-19 22:27:27.218514"
"6558","13111","Opportunity for Peggy Hendricks","Open","2025-08-22 22:27:27.253352"
"6559","13112","Opportunity for Lucas Lambert","Closed Won","2025-08-17 22:27:27.933733"
"6560","13113","Opportunity for Curtis Hale","Closed Won","2025-08-24 22:27:27.751912"
"6561","13114","Opportunity for William Browning","Closed Lost","2025-08-16 22:27:27.196712"
"6562","13117","Opportunity for Christian Paul","Closed Won","2025-08-15 22:27:27.170797"
"6563","13118","Opportunity for Keith Norton","Open","2025-08-17 22:27:27.615962"
"6564","13119","Opportunity for Karen Richardson","Closed Won","2025-08-19 22:27:27.671887"
"6565","13120","Opportunity for Marissa Herrera","Closed Lost","2025-08-19 22:27:27.375856"
"6566","13121","Opportunity for Steven Hanson","Closed Lost","2025-08-20 22:27:27.778264"
"6567","13123","Opportunity for Melissa Miller","Closed Won","2025-08-16 22:27:27.986988"
"6568","13124","Opportunity for Brittany Torres","Closed Lost","2025-08-24 22:27:27.693894"
"6569","13125","Opportunity for William Crawford","Open","2025-08-19 22:27:27.264776"
"6570","13126","Opportunity for Thomas Mitchell","Open","2025-08-19 22:27:27.329140"
"6571","13128","Opportunity for Jared Holloway","Open","2025-08-18 22:27:27.037226"
"6572","13129","Opportunity for Ms. Carolyn Colon","Closed Lost","2025-08-23 22:27:27.811222"
"6573","13131","Opportunity for Benjamin Cohen","Closed Won","2025-08-19 22:27:27.337614"
"6574","13133","Opportunity for Mary Black","Closed Lost","2025-08-23 22:27:27.592793"
"6575","13134","Opportunity for Christopher Soto","Closed Lost","2025-08-18 22:27:27.365641"
"6576","13136","Opportunity for Brittany Castillo","Closed Won","2025-08-23 22:27:27.553190"
"6577","13137","Opportunity for Kelly Peters","Closed Lost","2025-08-19 22:27:27.359893"
"6578","13141","Opportunity for Carl Giles","Closed Lost","2025-08-15 22:27:27.287349"
"6579","13142","Opportunity for Tony Becker","Open","2025-08-22 22:27:27.479945"
"6580","13143","Opportunity for Anthony Jacobs","Closed Won","2025-08-21 22:27:27.507565"
"6581","13144","Opportunity for Julia Phillips","Closed Won","2025-08-22 22:27:27.789041"
"6582","13146","Opportunity for Lauren Matthews","Closed Won","2025-08-16 22:27:27.500417"
"6583","13147","Opportunity for Aaron Gill","Closed Won","2025-08-22 22:27:27.393639"
"6584","13149","Opportunity for Courtney Navarro","Closed Lost","2025-08-15 22:27:27.784099"
"6585","13151","Opportunity for Michelle Hoover","Closed Lost","2025-08-22 22:27:27.662650"
"6586","13155","Opportunity for Rick Armstrong","Open","2025-08-19 22:27:27.734816"
"6587","13159","Opportunity for Ashley Guzman","Open","2025-08-21 22:27:27.757493"
"6588","13163","Opportunity for Heidi Solomon","Open","2025-08-24 22:27:27.626529"
"6589","13166","Opportunity for Jenna Ward","Closed Lost","2025-08-23 22:27:27.245799"
"6590","13167","Opportunity for George George","Closed Lost","2025-08-23 22:27:27.549744"
"6591","13168","Opportunity for Shane Hartman","Closed Lost","2025-08-19 22:27:27.477578"
"6592","13170","Opportunity for Rebecca Miller","Open","2025-08-21 22:27:27.584119"
"6593","13171","Opportunity for Kristen Ford","Closed Lost","2025-08-24 22:27:27.229073"
"6594","13172","Opportunity for Donald Hansen","Open","2025-08-22 22:27:27.121150"
"6595","13174","Opportunity for Mike Bass","Closed Won","2025-08-20 22:27:27.861123"
"6596","13175","Opportunity for Elizabeth Willis","Open","2025-08-16 22:27:27.993596"
"6597","13177","Opportunity for Melissa Collier","Open","2025-08-20 22:27:27.489600"
"6598","13178","Opportunity for Erin Harris","Closed Won","2025-08-24 22:27:27.983284"
"6599","13180","Opportunity for Shelly Smith","Closed Won","2025-08-20 22:27:27.060958"
"6600","13183","Opportunity for Paul Matthews","Closed Won","2025-08-17 22:27:27.381716"
"6601","13184","Opportunity for Michael Phelps","Closed Lost","2025-08-19 22:27:27.999910"
"6602","13187","Opportunity for Holly Ross","Closed Lost","2025-08-21 22:27:27.937602"
"6603","13190","Opportunity for Michael Gardner","Closed Lost","2025-08-20 22:27:27.261129"
"6604","13191","Opportunity for Steven Nguyen","Closed Won","2025-08-16 22:27:27.128853"
"6605","13192","Opportunity for Alex Santos","Closed Won","2025-08-23 22:27:27.762142"
"6606","13194","Opportunity for Kelsey Rivera","Closed Lost","2025-08-23 22:27:27.251677"
"6607","13195","Opportunity for Jennifer Wang","Open","2025-08-15 22:27:27.434541"
"6608","13196","Opportunity for Dustin Evans","Open","2025-08-24 22:27:27.275584"
"6609","13197","Opportunity for Kerry Ortega","Open","2025-08-19 22:27:27.805605"
"6610","13198","Opportunity for Carolyn Harrington","Open","2025-08-20 22:27:27.940208"
"6611","13199","Opportunity for Kathy Cowan","Closed Won","2025-08-21 22:27:27.873594"
"6612","13201","Opportunity for Patricia Rios","Closed Won","2025-09-30 03:50:28.533444"
"6613","13202","Opportunity for Kristin Hunt","Open","2025-12-24 10:47:23.367435"
"6614","13205","Opportunity for Jessica Francis","Open","2025-08-19 04:01:07.022393"
"6615","13206","Opportunity for Heidi Nguyen","Closed Won","2025-05-17 18:30:56.068607"
"6616","13207","Opportunity for Leon Kline","Closed Won","2025-04-29 07:59:50.220405"
"6617","13208","Opportunity for Lauren Green","Open","2025-05-11 00:44:07.640793"
"6618","13211","Opportunity for Nancy Jones","Open","2025-07-10 14:31:46.825041"
"6619","13214","Opportunity for Grant Wheeler","Closed Lost","2025-08-07 14:16:09.719547"
"6620","13216","Opportunity for Jeffrey Myers","Open","2025-10-12 02:18:27.376036"
"6621","13217","Opportunity for Vanessa Mills","Closed Won","2025-08-05 11:16:05.555596"
"6622","13218","Opportunity for Kevin Anderson","Closed Won","2025-08-20 23:33:14.169156"
"6623","13220","Opportunity for Jennifer Silva","Open","2025-09-10 09:32:52.043599"
"6624","13221","Opportunity for Troy Cohen","Open","2025-09-29 02:24:08.350996"
"6625","13223","Opportunity for Heidi Aguilar","Open","2025-04-20 18:34:14.672005"
"6626","13224","Opportunity for Gary Wallace","Open","2025-11-12 09:18:26.259263"
"6627","13226","Opportunity for Maria Duarte","Closed Won","2025-12-01 05:37:45.666279"
"6628","13227","Opportunity for Samantha Odom","Open","2025-08-22 12:51:24.980698"
"6629","13228","Opportunity for Sean Kemp","Closed Won","2025-12-03 23:04:23.938202"
"6630","13229","Opportunity for Jamie Obrien","Closed Won","2025-05-31 20:28:51.551041"
"6631","13230","Opportunity for Julia Horton","Closed Won","2025-12-07 17:57:43.456806"
"6632","13231","Opportunity for Charles Barr","Closed Lost","2025-06-01 10:33:33.838394"
"6633","13233","Opportunity for Edward Collins","Closed Won","2025-08-30 04:20:44.500618"
"6634","13237","Opportunity for Nicholas Howard","Open","2025-08-23 06:22:01.284676"
"6635","13242","Opportunity for Kimberly Taylor","Closed Won","2025-11-11 10:16:32.689278"
"6636","13243","Opportunity for David Mahoney","Open","2025-07-01 15:27:10.814194"
"6637","13245","Opportunity for Scott Smith","Closed Won","2025-05-04 02:10:31.357747"
"6638","13246","Opportunity for Matthew Stevens","Closed Won","2025-04-21 19:59:34.997637"
"6639","13247","Opportunity for Michelle Petty","Closed Won","2025-09-01 21:21:54.022922"
"6640","13254","Opportunity for Adam Green","Closed Won","2025-05-13 20:21:13.294124"
"6641","13255","Opportunity for Joshua Morrison","Open","2025-11-28 16:28:27.813467"
"6642","13256","Opportunity for Jeffrey Parker","Open","2025-10-12 18:33:44.862092"
"6643","13257","Opportunity for Rachael Johnson","Open","2025-05-25 17:42:59.107240"
"6644","13258","Opportunity for Isaac Marquez","Closed Won","2025-09-02 16:22:40.153990"
"6645","13259","Opportunity for Elizabeth Yang","Closed Won","2025-07-28 22:23:07.434188"
"6646","13260","Opportunity for Sandra Thomas","Closed Won","2025-05-17 15:47:18.140791"
"6647","13263","Opportunity for Teresa Smith","Closed Lost","2025-04-29 09:50:43.503723"
"6648","13264","Opportunity for Brian Phillips","Closed Lost","2025-07-06 12:41:26.666770"
"6649","13265","Opportunity for John Simon","Open","2025-06-13 20:11:36.555455"
"6650","13266","Opportunity for Anthony Reed","Closed Won","2025-06-23 05:51:16.588290"
"6651","13268","Opportunity for Allen Ortiz","Closed Won","2025-08-28 10:03:06.750121"
"6652","13271","Opportunity for Jennifer Thompson","Open","2025-12-10 20:29:13.917355"
"6653","13272","Opportunity for Taylor Manning","Closed Lost","2025-05-11 12:52:29.840516"
"6654","13273","Opportunity for James Bentley II","Closed Lost","2025-12-20 06:23:55.451899"
"6655","13274","Opportunity for Ryan Keller","Open","2025-06-18 13:59:55.579457"
"6656","13276","Opportunity for Steven Anderson","Closed Lost","2025-09-02 01:56:28.639818"
"6657","13281","Opportunity for Derek Davidson","Closed Won","2025-04-24 00:24:42.489335"
"6658","13282","Opportunity for Theresa Haynes","Open","2025-08-18 02:45:10.970479"
"6659","13284","Opportunity for Donald Kim","Closed Lost","2025-04-24 23:54:41.349518"
"6660","13285","Opportunity for Todd Porter","Closed Lost","2025-04-12 02:11:23.043830"
"6661","13289","Opportunity for Amanda Barr","Closed Won","2025-05-12 09:13:39.502080"
"6662","13291","Opportunity for Joseph Baker","Closed Won","2025-10-27 11:09:02.557158"
"6663","13292","Opportunity for Casey Chavez","Closed Lost","2025-11-09 04:45:16.346992"
"6664","13295","Opportunity for Michael Owens","Closed Lost","2025-05-18 20:28:23.964088"
"6665","13297","Opportunity for Robert Knox","Closed Lost","2025-10-28 23:49:46.045518"
"6666","13301","Opportunity for Bianca Ford","Closed Lost","2025-08-20 02:31:28.698765"
"6667","13302","Opportunity for Teresa Warren","Open","2025-08-21 02:31:28.642841"
"6668","13303","Opportunity for Kimberly Pearson","Closed Won","2025-08-17 02:31:28.261063"
"6669","13304","Opportunity for Ashley Hamilton","Closed Lost","2025-08-18 02:31:28.650215"
"6670","13308","Opportunity for Mrs. Emily Hill","Closed Lost","2025-08-20 02:31:28.882445"
"6671","13309","Opportunity for Joshua Phillips","Closed Lost","2025-08-21 02:31:28.454890"
"6672","13310","Opportunity for Lee Morris","Open","2025-08-21 02:31:28.128079"
"6673","13313","Opportunity for Meghan Chaney","Closed Won","2025-08-18 02:31:28.017416"
"6674","13314","Opportunity for James Prince","Closed Lost","2025-08-14 02:31:28.466781"
"6675","13315","Opportunity for Carol Alvarez","Closed Won","2025-08-21 02:31:28.008960"
"6676","13317","Opportunity for Christina Schultz","Closed Won","2025-08-16 02:31:28.106868"
"6677","13318","Opportunity for Kristin Estrada","Closed Won","2025-08-18 02:31:28.711760"
"6678","13320","Opportunity for Betty Kline","Closed Lost","2025-08-22 02:31:28.717011"
"6679","13321","Opportunity for Theresa Todd","Open","2025-08-14 02:31:28.453211"
"6680","13322","Opportunity for Mrs. Donna Jackson","Closed Won","2025-08-13 02:31:28.153866"
"6681","13323","Opportunity for Robert Ramirez","Closed Won","2025-08-15 02:31:28.123148"
"6682","13325","Opportunity for Tina Fletcher","Closed Lost","2025-08-16 02:31:28.534960"
"6683","13328","Opportunity for Austin Carter","Open","2025-08-15 02:31:28.190563"
"6684","13329","Opportunity for Paula Mejia","Open","2025-08-19 02:31:28.853104"
"6685","13331","Opportunity for Melissa Daniel","Closed Won","2025-08-21 02:31:28.063869"
"6686","13332","Opportunity for Colin Brewer","Open","2025-08-13 02:31:28.758111"
"6687","13333","Opportunity for Nichole Smith","Closed Lost","2025-08-20 02:31:28.023925"
"6688","13334","Opportunity for Sean Reilly","Open","2025-08-15 02:31:28.076573"
"6689","13335","Opportunity for Meghan Robinson","Open","2025-08-20 02:31:28.829366"
"6690","13338","Opportunity for Maria Farrell","Open","2025-08-16 02:31:28.620219"
"6691","13340","Opportunity for Christine Morrow","Open","2025-08-17 02:31:28.076687"
"6692","13342","Opportunity for Dr. Denise Martinez","Closed Won","2025-08-15 02:31:28.517509"
"6693","13343","Opportunity for Jeffrey Pierce","Closed Won","2025-08-22 02:31:28.707645"
"6694","13344","Opportunity for Megan French","Closed Won","2025-08-20 02:31:28.950651"
"6695","13345","Opportunity for Miss Ruth Carr","Open","2025-08-20 02:31:28.221592"
"6696","13347","Opportunity for Jennifer Perry MD","Closed Won","2025-08-21 02:31:28.011052"
"6697","13352","Opportunity for Aaron Whitney","Open","2025-08-20 02:31:28.125926"
"6698","13353","Opportunity for Michael Gross","Open","2025-08-18 02:31:28.650028"
"6699","13354","Opportunity for Barry Patel","Closed Won","2025-08-14 02:31:28.535172"
"6700","13359","Opportunity for Jennifer Alexander","Closed Lost","2025-08-18 02:31:28.478502"
"6701","13363","Opportunity for Charles Campbell","Open","2025-08-16 02:31:28.781053"
"6702","13364","Opportunity for Jermaine Forbes","Closed Lost","2025-08-16 02:31:28.862927"
"6703","13365","Opportunity for April Baker","Open","2025-08-19 02:31:28.338005"
"6704","13366","Opportunity for John Johnson","Closed Lost","2025-08-13 02:31:28.888101"
"6705","13367","Opportunity for Brenda Price","Closed Lost","2025-08-14 02:31:28.235156"
"6706","13368","Opportunity for Jennifer Scott","Open","2025-08-19 02:31:28.892175"
"6707","13369","Opportunity for James Brown","Closed Lost","2025-08-19 02:31:28.735319"
"6708","13370","Opportunity for Rose Kennedy","Closed Won","2025-08-16 02:31:28.193277"
"6709","13375","Opportunity for Joseph Lewis","Closed Won","2025-08-21 02:31:28.482775"
"6710","13376","Opportunity for Olivia Colon","Closed Won","2025-08-16 02:31:28.560611"
"6711","13380","Opportunity for Danielle Snow","Closed Won","2025-08-13 02:31:28.555921"
"6712","13381","Opportunity for Kenneth Petersen","Open","2025-08-19 02:31:28.841707"
"6713","13382","Opportunity for Alan Bailey","Closed Lost","2025-08-19 02:31:28.015322"
"6714","13383","Opportunity for Shari Jimenez","Closed Lost","2025-08-13 02:31:28.487679"
"6715","13384","Opportunity for Ann Holland","Open","2025-08-20 02:31:28.583046"
"6716","13385","Opportunity for Rebecca Vasquez","Closed Won","2025-08-17 02:31:28.165915"
"6717","13387","Opportunity for Stephen Ward","Closed Lost","2025-08-21 02:31:28.268298"
"6718","13388","Opportunity for Jessica Murphy","Closed Won","2025-08-13 02:31:28.305096"
"6719","13389","Opportunity for Shelly Strickland","Closed Lost","2025-08-21 02:31:28.992766"
"6720","13391","Opportunity for Sergio Huynh","Open","2025-08-20 02:31:28.157583"
"6721","13392","Opportunity for Henry Velez","Open","2025-08-15 02:31:28.506108"
"6722","13395","Opportunity for Danny Howard","Closed Won","2025-08-15 02:31:28.149353"
"6723","13396","Opportunity for Melinda Mann","Closed Won","2025-08-14 02:31:28.709383"
"6724","13398","Opportunity for Lisa Washington","Closed Won","2025-08-17 02:31:28.318656"
"6725","13399","Opportunity for David Jimenez","Closed Lost","2025-08-14 02:31:28.117016"
"6726","13401","Opportunity for Jennifer Lopez","Closed Won","2025-09-30 23:18:27.383115"
"6727","13402","Opportunity for Ethan Riley","Closed Won","2025-10-07 23:18:27.065098"
"6728","13403","Opportunity for Patrick Johnson","Closed Lost","2025-09-30 23:18:27.135514"
"6729","13404","Opportunity for Matthew Cohen","Closed Lost","2025-10-01 23:18:27.919425"
"6730","13406","Opportunity for Lisa Weaver","Closed Lost","2025-10-04 23:18:27.565981"
"6731","13407","Opportunity for Rachel Brown","Closed Lost","2025-09-28 23:18:27.125031"
"6732","13408","Opportunity for Jordan Arroyo","Open","2025-10-07 23:18:27.283444"
"6733","13413","Opportunity for Catherine Vaughn","Open","2025-10-01 23:18:27.344300"
"6734","13415","Opportunity for Amy Cline","Open","2025-10-03 23:18:27.248568"
"6735","13418","Opportunity for Melissa Owens","Closed Lost","2025-10-01 23:18:27.424660"
"6736","13421","Opportunity for Terri Barnes","Open","2025-09-29 23:18:27.159495"
"6737","13422","Opportunity for Wayne Gregory","Open","2025-10-06 23:18:27.167913"
"6738","13423","Opportunity for Tanya Wilson","Closed Lost","2025-10-01 23:18:27.848437"
"6739","13430","Opportunity for Stephen Franco","Closed Won","2025-10-03 23:18:27.466606"
"6740","13432","Opportunity for Deanna Munoz","Open","2025-10-06 23:18:27.092868"
"6741","13433","Opportunity for Stephen Miller","Open","2025-10-02 23:18:27.072821"
"6742","13437","Opportunity for Brandon Henry","Closed Won","2025-10-02 23:18:27.920162"
"6743","13439","Opportunity for Christopher King","Open","2025-10-04 23:18:27.687964"
"6744","13440","Opportunity for William Andrews","Closed Lost","2025-10-02 23:18:27.150797"
"6745","13442","Opportunity for Jennifer Howell","Closed Won","2025-10-01 23:18:27.564966"
"6746","13443","Opportunity for Kyle Hughes","Closed Lost","2025-10-05 23:18:27.538640"
"6747","13444","Opportunity for Maria Moore","Closed Lost","2025-10-05 23:18:27.562750"
"6748","13446","Opportunity for Nathaniel Williams","Closed Won","2025-09-28 23:18:27.265747"
"6749","13447","Opportunity for Emily Jones","Closed Lost","2025-09-30 23:18:27.879652"
"6750","13450","Opportunity for Lisa Hernandez","Open","2025-10-06 23:18:27.109384"
"6751","13455","Opportunity for Kenneth Harris","Open","2025-09-29 23:18:27.714157"
"6752","13457","Opportunity for Nathan Huffman","Open","2025-09-28 23:18:27.914141"
"6753","13460","Opportunity for Brian Chavez","Open","2025-10-01 23:18:27.393196"
"6754","13461","Opportunity for Mary Horn","Closed Won","2025-09-29 23:18:27.773897"
"6755","13462","Opportunity for Erica Smith","Closed Lost","2025-09-29 23:18:27.485418"
"6756","13464","Opportunity for David James","Closed Lost","2025-10-07 23:18:27.504442"
"6757","13466","Opportunity for Kyle Lamb","Closed Won","2025-10-03 23:18:27.643822"
"6758","13468","Opportunity for Scott Robinson","Closed Won","2025-09-29 23:18:27.699007"
"6759","13475","Opportunity for Kristina Powers","Closed Lost","2025-10-04 23:18:27.457759"
"6760","13479","Opportunity for Karen Andersen DDS","Closed Won","2025-10-06 23:18:27.560364"
"6761","13484","Opportunity for Austin Hernandez","Open","2025-09-30 23:18:27.638551"
"6762","13485","Opportunity for Deborah Diaz","Closed Lost","2025-09-30 23:18:27.199620"
"6763","13486","Opportunity for Chelsey Rodriguez","Closed Lost","2025-10-05 23:18:27.936147"
"6764","13487","Opportunity for Brian Morrison","Open","2025-09-29 23:18:27.141116"
"6765","13488","Opportunity for Paul Johnson","Open","2025-09-29 23:18:27.194883"
"6766","13490","Opportunity for Rebecca Sims","Closed Won","2025-10-07 23:18:27.579467"
"6767","13491","Opportunity for Shane Thompson","Closed Won","2025-10-06 23:18:27.106099"
"6768","13494","Opportunity for Michael Jones","Closed Won","2025-10-02 23:18:27.106386"
"6769","13496","Opportunity for Logan Henson","Closed Won","2025-09-30 23:18:27.691976"
"6770","13497","Opportunity for Alicia West","Closed Won","2025-10-02 23:18:27.842582"
"6771","13498","Opportunity for Elizabeth Simmons","Closed Won","2025-10-02 23:18:27.712651"
"6772","13500","Opportunity for Anna Mcdonald","Closed Lost","2025-10-01 23:18:27.670576"
"6773","13501","Opportunity for Eric Thomas","Closed Lost","2025-06-11 08:44:33.789252"
"6774","13502","Opportunity for Tiffany Ayala","Closed Lost","2025-06-16 08:44:33.652134"
"6775","13503","Opportunity for Catherine Perez","Closed Lost","2025-06-17 08:44:33.716649"
"6776","13506","Opportunity for Jorge French","Open","2025-06-09 08:44:33.610561"
"6777","13511","Opportunity for Michael Strong","Closed Won","2025-06-18 08:44:33.348014"
"6778","13512","Opportunity for Jennifer Rogers","Closed Won","2025-06-18 08:44:33.666327"
"6779","13513","Opportunity for Richard Ross","Closed Won","2025-06-14 08:44:33.504713"
"6780","13518","Opportunity for Rachel Hansen","Closed Won","2025-06-16 08:44:33.218941"
"6781","13519","Opportunity for Julie Murray","Closed Lost","2025-06-14 08:44:33.685020"
"6782","13520","Opportunity for Andrea Trevino","Closed Won","2025-06-10 08:44:33.950837"
"6783","13521","Opportunity for Stacey Murray","Open","2025-06-10 08:44:33.260742"
"6784","13522","Opportunity for Stephanie Green","Closed Won","2025-06-09 08:44:33.819625"
"6785","13526","Opportunity for David Anderson","Closed Lost","2025-06-12 08:44:33.664661"
"6786","13529","Opportunity for Becky Andrade","Closed Lost","2025-06-09 08:44:33.651293"
"6787","13530","Opportunity for Robert Cooke","Open","2025-06-09 08:44:33.124211"
"6788","13534","Opportunity for William Harrison","Open","2025-06-15 08:44:33.258077"
"6789","13535","Opportunity for Jordan Bradley","Closed Lost","2025-06-18 08:44:33.892896"
"6790","13537","Opportunity for Carol Campbell","Open","2025-06-11 08:44:33.365763"
"6791","13538","Opportunity for Christopher Barnett","Open","2025-06-09 08:44:33.065419"
"6792","13540","Opportunity for Robert Jarvis","Closed Lost","2025-06-11 08:44:33.908679"
"6793","13543","Opportunity for James Manning","Closed Lost","2025-06-13 08:44:33.437768"
"6794","13545","Opportunity for Brittany Gutierrez","Closed Won","2025-06-09 08:44:33.570456"
"6795","13547","Opportunity for Matthew Moore","Closed Won","2025-06-10 08:44:33.370488"
"6796","13550","Opportunity for Edward Manning","Closed Lost","2025-06-14 08:44:33.483597"
"6797","13552","Opportunity for Yvonne White","Closed Won","2025-06-09 08:44:33.958435"
"6798","13554","Opportunity for Howard Dalton","Open","2025-06-12 08:44:33.755517"
"6799","13555","Opportunity for Kelly Avila","Closed Won","2025-06-15 08:44:33.618970"
"6800","13557","Opportunity for Alex Williams","Open","2025-06-11 08:44:33.989274"
"6801","13559","Opportunity for Daniel Anderson","Closed Won","2025-06-16 08:44:33.906240"
"6802","13560","Opportunity for Jeffery Mcdowell","Open","2025-06-16 08:44:33.436522"
"6803","13561","Opportunity for Diana Brown","Open","2025-06-18 08:44:33.385709"
"6804","13563","Opportunity for William Morgan","Closed Lost","2025-06-12 08:44:33.796047"
"6805","13564","Opportunity for Leah Cortez","Closed Lost","2025-06-12 08:44:33.269352"
"6806","13566","Opportunity for Dr. Carlos Gomez","Closed Won","2025-06-16 08:44:33.884468"
"6807","13567","Opportunity for Aaron Roberts","Closed Won","2025-06-12 08:44:33.011899"
"6808","13570","Opportunity for Marcus Scott","Closed Lost","2025-06-18 08:44:33.973046"
"6809","13572","Opportunity for Lauren Bauer","Closed Lost","2025-06-17 08:44:33.734777"
"6810","13574","Opportunity for Valerie Summers","Open","2025-06-14 08:44:33.978023"
"6811","13575","Opportunity for Louis Buchanan","Closed Lost","2025-06-11 08:44:33.407002"
"6812","13576","Opportunity for Christopher Jones","Closed Won","2025-06-09 08:44:33.483407"
"6813","13583","Opportunity for Mrs. Summer Wilkins PhD","Closed Won","2025-06-16 08:44:33.121341"
"6814","13585","Opportunity for Denise Lucas","Open","2025-06-11 08:44:33.414411"
"6815","13586","Opportunity for Edward Scott","Closed Won","2025-06-13 08:44:33.258158"
"6816","13587","Opportunity for Cheryl Walker","Closed Lost","2025-06-12 08:44:33.863686"
"6817","13588","Opportunity for James Herrera","Closed Won","2025-06-15 08:44:33.863014"
"6818","13594","Opportunity for Rachel Ponce","Closed Won","2025-06-15 08:44:33.417504"
"6819","13595","Opportunity for Jennifer Henry","Closed Lost","2025-06-13 08:44:33.907402"
"6820","13596","Opportunity for Jason Jennings","Closed Lost","2025-06-18 08:44:33.260632"
"6821","13597","Opportunity for Stephanie Rice","Closed Won","2025-06-09 08:44:33.696022"
"6822","13599","Opportunity for Stephanie Gomez","Open","2025-06-17 08:44:33.863099"
"6823","13600","Opportunity for Sonia Lee","Closed Won","2025-06-17 08:44:33.057013"
"6824","13602","Opportunity for Jessica Franklin","Closed Won","2025-07-02 08:41:09.807641"
"6825","13604","Opportunity for Jackson Norris Jr.","Closed Won","2025-06-26 08:41:09.869980"
"6826","13605","Opportunity for Alan Brown","Open","2025-06-25 08:41:09.371368"
"6827","13608","Opportunity for Joe Rowe","Open","2025-06-26 08:41:09.912913"
"6828","13611","Opportunity for Kevin Wang","Open","2025-06-26 08:41:09.789210"
"6829","13612","Opportunity for Brian Preston","Open","2025-06-25 08:41:09.639026"
"6830","13613","Opportunity for Jeffrey Jacobson","Open","2025-06-30 08:41:09.262022"
"6831","13616","Opportunity for Christian Sanchez","Open","2025-06-29 08:41:09.392971"
"6832","13619","Opportunity for Joseph Duncan","Closed Won","2025-06-27 08:41:09.377398"
"6833","13621","Opportunity for Clifford Trevino","Closed Won","2025-07-03 08:41:09.729663"
"6834","13622","Opportunity for Joshua Thompson","Open","2025-07-01 08:41:09.649041"
"6835","13626","Opportunity for Matthew Hall","Open","2025-06-27 08:41:09.048238"
"6836","13628","Opportunity for William Martin","Closed Won","2025-07-02 08:41:09.815518"
"6837","13631","Opportunity for Sharon Moreno","Closed Won","2025-06-26 08:41:09.485256"
"6838","13634","Opportunity for Sierra Thomas","Closed Lost","2025-06-29 08:41:09.348941"
"6839","13636","Opportunity for Amanda Fowler","Closed Lost","2025-06-26 08:41:09.823995"
"6840","13637","Opportunity for Brian Watkins","Open","2025-06-25 08:41:09.326715"
"6841","13638","Opportunity for John Smith","Closed Won","2025-06-27 08:41:09.789699"
"6842","13639","Opportunity for Bianca Fisher","Open","2025-06-26 08:41:09.608295"
"6843","13644","Opportunity for Samantha Estrada","Closed Lost","2025-06-25 08:41:09.645117"
"6844","13645","Opportunity for Anthony Tran","Open","2025-07-02 08:41:09.197924"
"6845","13646","Opportunity for Amy Gray","Closed Won","2025-07-04 08:41:09.435962"
"6846","13648","Opportunity for Joel Howell","Closed Lost","2025-07-01 08:41:09.060174"
"6847","13651","Opportunity for Heather Baker","Open","2025-06-27 08:41:09.974187"
"6848","13652","Opportunity for Roger Merritt","Open","2025-06-28 08:41:09.428883"
"6849","13653","Opportunity for Eugene Thompson","Closed Won","2025-07-02 08:41:09.548371"
"6850","13654","Opportunity for Kristy Flores","Closed Lost","2025-06-28 08:41:09.551928"
"6851","13657","Opportunity for William Rodriguez","Closed Lost","2025-06-25 08:41:09.988101"
"6852","13659","Opportunity for Douglas Montoya","Closed Won","2025-06-29 08:41:09.175557"
"6853","13660","Opportunity for James Pope","Closed Lost","2025-06-26 08:41:09.956450"
"6854","13665","Opportunity for Michael Smith","Closed Lost","2025-06-29 08:41:09.836413"
"6855","13668","Opportunity for Johnny Johnson","Closed Lost","2025-06-27 08:41:09.283922"
"6856","13669","Opportunity for Juan Barrett","Closed Lost","2025-07-03 08:41:09.302067"
"6857","13670","Opportunity for Joseph Peters","Closed Lost","2025-06-25 08:41:09.153811"
"6858","13673","Opportunity for Melissa Smith","Closed Won","2025-07-03 08:41:09.789868"
"6859","13674","Opportunity for Angelica Miller","Open","2025-07-01 08:41:09.673680"
"6860","13675","Opportunity for Michael Ward","Closed Lost","2025-06-27 08:41:09.932545"
