"deal_id","opportunity_id","deal_name","amount","closed_at"
"1945","5946","Deal with Daniel Galvan","23428","2025-07-04 15:43:09.287446"
"1946","5951","Deal with Meghan Marshall","24226","2025-07-10 14:09:00.905038"
"1947","5952","Deal with Jason Cook","39923","2025-04-16 01:04:22.424845"
"1948","5953","Deal with Matthew Pacheco","29597","2025-04-26 11:15:55.957026"
"1949","5954","Deal with Sarah Bullock","9194","2025-04-11 20:31:12.874727"
"1950","5960","Deal with Jennifer Daugherty","46267","2025-03-19 19:12:07.533618"
"1951","5962","Deal with Gabriel Reed","19389","2025-05-30 13:20:47.260101"
"1952","5964","Deal with Jonathan Gonzalez","47295","2025-03-05 05:20:12.650090"
"1953","5966","Deal with Anthony French","47959","2025-01-24 10:14:26.505082"
"1954","5970","Deal with Edward Brandt","31595","2025-03-12 09:48:05.531145"
"1955","5972","Deal with Marcus Spence","31759","2025-04-27 16:49:22.247631"
"1956","5973","Deal with Jason Morgan","8832","2025-04-21 14:47:09.897135"
"1957","5979","Deal with Carolyn Alvarado","33311","2025-02-07 14:33:57.338305"
"1958","5981","Deal with Shane Navarro","34805","2025-03-30 00:52:57.160373"
"1959","5982","Deal with Terri Simmons","48314","2025-02-04 13:27:35.864418"
"1960","5991","Deal with Patricia Rangel MD","38538","2025-02-11 10:54:03.516850"
"1961","5994","Deal with Candace Cisneros","42493","2025-03-03 18:24:51.380469"
"1962","5995","Deal with Anita West","19550","2025-02-22 10:12:43.937495"
"1963","5996","Deal with Rebecca George","35953","2025-05-27 12:46:26.121795"
"1964","6000","Deal with Joseph Hayes","21099","2025-03-28 08:27:32.973779"
"1965","6005","Deal with Derek Rivera","32544","2025-05-02 13:42:55.613193"
"1966","6006","Deal with Carrie Dennis","16466","2025-06-08 02:58:19.230941"
"1967","6007","Deal with Richard Wright","19227","2025-01-27 15:18:16.551201"
"1968","6009","Deal with Bradley Thornton","14476","2025-04-26 09:54:44.722543"
"1969","6010","Deal with Steven Long DVM","23250","2025-02-07 21:32:41.931377"
"1970","6012","Deal with Yesenia Garcia","29830","2025-05-16 15:49:09.352109"
"1971","6017","Deal with Jamie Davis","19300","2025-08-08 23:10:18.012779"
"1972","6020","Deal with Timothy Orr","22782","2025-10-05 05:34:34.716087"
"1973","6022","Deal with Amber Barton","47950","2025-06-06 04:57:17.685879"
"1974","6023","Deal with Mark Conway","8542","2025-05-31 11:00:28.025565"
"1975","6024","Deal with Christopher Hall","46770","2025-10-06 21:39:48.686421"
"1976","6029","Deal with Edward Jones","32144","2025-05-22 18:09:54.207843"
"1977","6032","Deal with James Brooks","23997","2025-10-23 22:34:46.372156"
"1978","6035","Deal with Dawn Leonard","42839","2025-06-06 01:05:01.521376"
"1979","6037","Deal with Tina Herrera","9282","2025-08-16 16:35:31.842700"
"1980","6041","Deal with April Butler","41489","2025-10-20 14:20:46.590742"
"1981","6044","Deal with Lori Adams","26862","2025-10-24 15:42:27.923364"
"1982","6053","Deal with Michael Parker","44027","2025-07-12 17:46:06.344719"
"1983","6054","Deal with Sarah Gill","38738","2025-10-06 08:51:10.904708"
"1984","6055","Deal with Sarah Baker","32841","2025-10-09 04:18:33.088561"
"1985","6057","Deal with Benjamin Sweeney MD","25957","2025-09-29 23:09:04.630087"
"1986","6061","Deal with Joshua Vasquez","8162","2025-07-11 02:01:09.616982"
"1987","6064","Deal with Steven Perry","31967","2025-09-13 12:47:41.088085"
"1988","6066","Deal with Juan Hernandez","13017","2025-08-07 11:13:26.762164"
"1989","6068","Deal with Adriana Moreno","29131","2025-06-12 04:15:17.086502"
"1990","6069","Deal with Vanessa Ray","17970","2025-07-31 17:33:17.043635"
"1991","6071","Deal with William Leonard","19925","2025-08-20 05:33:41.987623"
"1992","6073","Deal with Crystal Mendoza","12528","2025-06-21 09:42:09.338398"
"1993","6075","Deal with Cheryl Hernandez","26470","2025-07-03 15:54:36.470800"
"1994","6078","Deal with Sheri Snow","7054","2025-09-15 11:12:03.486666"
"1995","6087","Deal with Kyle Nguyen","17909","2025-10-26 07:29:42.692979"
"1996","6088","Deal with Sandra Shields","17807","2025-05-13 17:21:24.757591"
"1997","6089","Deal with Ricky Moran","22401","2025-06-28 01:17:23.843986"
"1998","6091","Deal with Erika Guzman","25335","2025-10-04 07:45:51.451891"
"1999","6092","Deal with Erica Wilson","6784","2025-04-27 15:22:19.102379"
"2000","6098","Deal with James Bullock","32010","2025-08-08 00:44:40.424670"
"2001","6107","Deal with Michael Hall","29498","2025-05-23 08:58:33.794182"
"2002","6108","Deal with Brian Clark","10778","2025-07-18 20:55:15.035126"
"2003","6112","Deal with Julia Maldonado","35857","2025-04-06 22:18:38.430114"
"2004","6116","Deal with Nancy Pittman","11738","2025-07-21 20:28:48.752107"
"2005","6118","Deal with Jennifer Holt","40588","2025-08-09 00:23:36.480219"
"2006","6120","Deal with Lisa Lewis","47115","2025-08-28 22:41:10.438858"
"2007","6123","Deal with Jennifer Anderson","19334","2025-08-03 19:35:14.085650"
"2008","6125","Deal with Ronald Jacobs","31026","2025-11-09 07:01:56.195532"
"2009","6127","Deal with Kaitlyn Serrano","9530","2025-08-28 04:14:23.069980"
"2010","6128","Deal with John Rodriguez","10362","2025-02-17 04:11:15.788279"
"2011","6130","Deal with Joseph Juarez","18504","2025-09-05 02:18:52.002280"
"2012","6131","Deal with Rebecca Velez","15238","2025-11-23 12:26:55.153722"
"2013","6134","Deal with Stacey Adams","15089","2025-03-13 02:06:42.455615"
"2014","6142","Deal with Anthony Torres","42746","2025-05-08 10:00:44.319864"
"2015","6143","Deal with Jason James","43233","2025-08-27 22:09:45.960580"
"2016","6144","Deal with Tammy Smith","42492","2025-06-22 09:48:05.353093"
"2017","6145","Deal with Lawrence Charles","39829","2025-10-30 20:24:49.333932"
"2018","6149","Deal with Brittany Reyes","15704","2025-09-02 12:38:18.471452"
"2019","6150","Deal with Cody Nichols","21011","2025-06-03 07:01:23.189713"
"2020","6153","Deal with Brandon Gomez","35160","2025-11-03 23:01:37.797990"
"2021","6154","Deal with Jacqueline Casey","35059","2025-08-30 03:16:13.787505"
"2022","6164","Deal with John Bennett","48943","2025-08-26 03:16:13.812774"
"2023","6167","Deal with Becky Bailey","23112","2025-09-04 03:16:13.806494"
"2024","6169","Deal with Judith Goodman","33824","2025-08-31 03:16:13.542466"
"2025","6173","Deal with Erika Neal","15208","2025-08-28 03:16:13.170843"
"2026","6180","Deal with Christopher Cole","33687","2025-08-31 03:16:13.028552"
"2027","6183","Deal with Sarah Anderson","19087","2025-08-26 03:16:13.413309"
"2028","6186","Deal with Robert Mendoza","18161","2025-08-24 03:16:13.906298"
"2029","6187","Deal with Cheryl Rojas","14290","2025-09-06 03:16:13.397431"
"2030","6189","Deal with Mary Rosales","20380","2025-08-26 03:16:13.213973"
"2031","6191","Deal with Heather Chaney","42677","2025-08-31 03:16:13.133507"
"2032","6194","Deal with Debra Turner","19872","2025-09-03 03:16:13.447008"
"2033","6202","Deal with Mr. Michael Vasquez","22134","2025-08-27 01:47:31.100018"
"2034","6204","Deal with Jason Bowen","15202","2025-08-31 01:47:31.181714"
"2035","6205","Deal with Gloria Frey","24841","2025-08-30 01:47:31.320356"
"2036","6208","Deal with Shelby Flores","39084","2025-09-01 01:47:31.808906"
"2037","6209","Deal with Jack Freeman","24134","2025-09-12 01:47:31.806143"
"2038","6214","Deal with Daniel Mitchell","13839","2025-08-26 01:47:31.404638"
"2039","6226","Deal with Juan Gibbs","41181","2025-09-03 01:47:31.943114"
"2040","6235","Deal with Linda Rodriguez","10883","2025-09-14 01:47:31.898009"
"2041","6236","Deal with Melanie Perez","32305","2025-09-11 01:47:31.292079"
"2042","6238","Deal with Sarah Anderson","39293","2025-08-30 01:47:31.804900"
"2043","6240","Deal with Latoya Johnson","49996","2025-09-07 01:47:31.931765"
"2044","6241","Deal with Sandra Alvarado","30338","2025-09-07 01:47:31.373803"
"2045","6243","Deal with Emily Campbell","15044","2025-09-04 01:47:31.579465"
"2046","6245","Deal with Teresa Fleming","22357","2025-08-30 01:47:31.459146"
"2047","6246","Deal with David Henderson","34164","2025-08-31 01:47:31.599423"
"2048","6247","Deal with Don Hodges","36248","2025-09-10 01:47:31.933068"
"2049","6253","Deal with Paul Smith","36833","2025-03-25 15:23:16.737320"
"2050","6256","Deal with Justin Martinez","7342","2025-03-30 23:27:49.196997"
"2051","6258","Deal with Joann Burnett","10277","2025-03-07 21:02:48.419950"
"2052","6260","Deal with Mrs. Nancy Kelly MD","12984","2025-03-13 10:52:04.062774"
"2053","6264","Deal with Hannah Rosario","43165","2025-03-19 00:19:51.308544"
"2054","6266","Deal with Daniel Medina","20424","2025-03-18 07:05:00.530372"
"2055","6268","Deal with Donna Hodges","29428","2025-03-09 22:39:26.293483"
"2056","6270","Deal with Allison Martin","11137","2025-03-20 05:56:51.765137"
"2057","6271","Deal with Lorraine Rodriguez","15711","2025-03-27 10:38:04.699604"
"2058","6273","Deal with Thomas Graham","48232","2025-03-16 05:30:31.870937"
"2059","6277","Deal with Nathan Beck","36294","2025-03-11 16:49:51.656693"
"2060","6284","Deal with Jonathan Garcia","12032","2025-03-17 15:09:14.125802"
"2061","6286","Deal with Curtis Cooper","31150","2025-03-21 19:42:27.131884"
"2062","6288","Deal with Dennis Marshall","38072","2025-03-12 21:52:19.798414"
"2063","6289","Deal with Kathleen Bender","40784","2025-03-05 04:12:28.384450"
"2064","6291","Deal with Joyce Harris","29287","2025-03-24 00:11:10.219723"
"2065","6295","Deal with Nicole Walker","30924","2025-03-14 06:00:40.256042"
"2066","6296","Deal with Daniel Glover","38663","2025-03-03 15:45:32.831598"
"2067","6298","Deal with Jose Thompson","32652","2025-03-10 23:27:12.508676"
"2068","6302","Deal with Jordan Morris","24289","2025-03-03 17:40:41.028814"
"2069","6303","Deal with Erik Brown","9202","2025-03-27 22:59:37.967702"
"2070","6304","Deal with Eric Gonzalez","19398","2025-03-21 19:56:40.634637"
"2071","6305","Deal with Mark Bradley","45816","2025-03-17 12:27:55.755103"
"2072","6307","Deal with Russell Owens","33079","2025-06-17 20:50:48.694499"
"2073","6310","Deal with Gina Paul","25488","2025-09-13 21:53:58.258956"
"2074","6311","Deal with Monique Johnson","36736","2025-07-06 10:53:19.141318"
"2075","6313","Deal with Adrian Sexton","32599","2025-10-09 15:33:05.361815"
"2076","6318","Deal with Jeffrey Kim","29164","2025-08-01 16:29:38.038475"
"2077","6322","Deal with Zachary Herrera","48091","2025-06-01 13:56:32.942993"
"2078","6327","Deal with Jennifer Riley","23011","2025-07-09 22:19:04.013448"
"2079","6329","Deal with Jenny Jordan","41964","2025-08-15 09:55:18.642678"
"2080","6331","Deal with Jesse Green","27215","2025-05-19 16:44:46.963486"
"2081","6332","Deal with Stephen Hardin Jr.","45926","2025-10-01 15:39:17.117042"
"2082","6336","Deal with Michelle Barry","26645","2025-05-12 12:34:45.474591"
"2083","6342","Deal with Tyrone Alvarez","32129","2025-06-03 19:17:15.452665"
"2084","6345","Deal with Oscar Beltran","10711","2025-06-04 04:49:03.811686"
"2085","6347","Deal with Isabella King","11148","2025-09-24 10:33:58.069825"
"2086","6351","Deal with Amanda Glass","26210","2025-08-15 03:19:56.461882"
"2087","6352","Deal with Mr. Christian Blake","48689","2025-09-27 04:23:42.824998"
"2088","6357","Deal with James Martinez","46493","2025-09-11 16:18:56.024224"
"2089","6358","Deal with Jennifer Navarro","29048","2025-09-13 07:22:03.584495"
"2090","6360","Deal with Deborah Santos","13395","2025-07-08 17:02:08.118701"
"2091","6364","Deal with Pamela Kaiser","25443","2025-05-30 08:43:55.169677"
"2092","6368","Deal with Holly Thomas","11224","2025-03-22 12:46:06.677152"
"2093","6369","Deal with Jerry Brennan","43361","2025-03-31 11:13:42.989198"
"2094","6371","Deal with Amanda Reed","34388","2025-02-20 13:42:57.109562"
"2095","6372","Deal with Ashley White","49328","2025-02-08 06:24:58.752119"
"2096","6377","Deal with Katherine Cole","38390","2025-03-26 02:56:53.625499"
"2097","6382","Deal with Robert Davis","30400","2025-02-05 11:01:30.967241"
"2098","6386","Deal with Christina Maddox","6354","2025-04-27 02:49:47.667142"
"2099","6390","Deal with Michael Booth","46716","2025-04-04 23:56:59.108042"
"2100","6391","Deal with Elizabeth Barrett","22198","2025-05-11 02:18:09.578668"
"2101","6393","Deal with Reginald Butler","23121","2025-03-11 22:41:33.293899"
"2102","6394","Deal with Shirley Williamson","40171","2025-04-26 04:37:43.130542"
"2103","6396","Deal with Jillian Mccall","18358","2025-02-09 23:28:49.753206"
"2104","6401","Deal with Levi Smith","22051","2025-04-20 03:43:34.646124"
"2105","6402","Deal with Tiffany Smith","42434","2025-02-22 01:18:44.114182"
"2106","6406","Deal with Alexandra Garcia","8892","2025-04-28 18:34:04.164809"
"2107","6414","Deal with Shannon Chung","23207","2025-05-14 09:33:01.238614"
"2108","6416","Deal with Carol Davis","26849","2025-07-05 09:11:39.993885"
"2109","6417","Deal with Joseph Romero","12797","2025-07-15 09:11:39.487162"
"2110","6420","Deal with Alexandria Carter","21635","2025-07-12 09:11:39.707333"
"2111","6423","Deal with Chad Adams","16355","2025-07-08 09:11:39.810967"
"2112","6425","Deal with Erica Cole","27040","2025-07-05 09:11:39.285940"
"2113","6426","Deal with Kelly Williams","42363","2025-07-12 09:11:39.894289"
"2114","6428","Deal with Michelle Logan","25068","2025-07-11 09:11:39.891725"
"2115","6432","Deal with Bryan Lewis","13817","2025-07-05 09:11:39.384269"
"2116","6441","Deal with Ann Gonzalez","10566","2025-07-06 09:11:39.572796"
"2117","6445","Deal with Rebecca Blair","9826","2025-07-10 09:11:39.687865"
"2118","6448","Deal with Raymond Kelley","23176","2025-07-13 09:11:39.436208"
"2119","6453","Deal with Anna Archer","39691","2025-06-26 09:11:39.259060"
"2120","6455","Deal with Stephen Thomas","25879","2025-06-25 09:11:39.457932"
"2121","6459","Deal with Amber Smith","33755","2025-07-13 09:11:39.084747"
"2122","6460","Deal with Heidi Beard","49497","2025-07-05 09:11:39.802856"
"2123","6462","Deal with Theodore Ewing","37741","2025-07-02 09:11:39.875953"
"2124","6467","Deal with Jeffrey King","45450","2025-05-05 18:57:07.342641"
"2125","6469","Deal with Michael Martinez","48212","2025-03-13 08:09:49.342182"
"2126","6473","Deal with Joe Goodwin","20238","2025-02-24 08:00:10.697555"
"2127","6476","Deal with Jonathan Palmer","11379","2025-04-02 10:59:24.530396"
"2128","6477","Deal with Colleen Hall","46785","2025-06-21 12:47:12.662263"
"2129","6478","Deal with Erin Lee","35592","2025-06-01 08:44:21.400253"
"2130","6480","Deal with Dominique Glass","42588","2025-02-06 18:12:06.885399"
"2131","6483","Deal with Peggy Klein","28201","2025-04-21 07:52:10.998586"
"2132","6487","Deal with Carla Jones","15546","2025-07-02 05:17:09.345497"
"2133","6488","Deal with Brenda Perry","20606","2025-05-13 15:02:16.045540"
"2134","6492","Deal with Sandra Garcia","21776","2025-08-13 14:04:53.108124"
"2135","6494","Deal with Michelle Black","10118","2025-02-06 07:29:08.870594"
"2136","6505","Deal with Anthony Stone","9219","2025-06-30 14:10:54.850347"
"2137","6509","Deal with Vanessa Norman","10087","2025-01-29 06:12:17.195810"
"2138","6510","Deal with Jessica Reed","20518","2025-01-21 14:49:58.278523"
"2139","6514","Deal with Heather Perez","9894","2025-03-15 22:09:50.174888"
"2140","6518","Deal with Alexa Payne","32167","2025-06-05 03:56:07.312950"
"2141","6519","Deal with Amanda Guzman","31348","2025-05-22 13:36:38.300700"
"2142","6521","Deal with Debbie Alvarado","24747","2025-03-21 20:20:44.110126"
"2143","6522","Deal with Alexandra Merritt","28920","2025-04-03 17:13:40.300977"
"2144","6525","Deal with Janet Hernandez","10080","2025-07-17 09:15:34.504342"
"2145","6529","Deal with Mr. Joseph Holmes","34506","2025-05-04 23:28:26.671577"
"2146","6531","Deal with Tammy Jones","5456","2025-05-26 20:57:02.474466"
"2147","6533","Deal with Derek Walton","27900","2025-06-25 11:29:50.779504"
"2148","6534","Deal with Matthew Cohen","12164","2025-04-25 03:42:12.475007"
"2149","6540","Deal with Gabrielle Snyder","21178","2025-04-08 21:45:51.973101"
"2150","6542","Deal with Jamie Gray","41096","2025-04-19 14:52:21.563940"
"2151","6546","Deal with Nicholas Jackson","22606","2025-06-20 10:25:36.187603"
"2152","6548","Deal with Anthony Moreno","5398","2025-06-20 21:45:03.573830"
"2153","6550","Deal with Shannon Estrada","20140","2025-03-18 02:04:39.419224"
"2154","6552","Deal with Brian Miller","40804","2025-06-20 18:44:41.507711"
"2155","6554","Deal with Sarah George","8043","2025-05-16 04:33:17.188046"
"2156","6557","Deal with Phillip Martinez","28408","2025-09-08 22:27:27.218514"
"2157","6559","Deal with Lucas Lambert","43086","2025-08-18 22:27:27.933733"
"2158","6560","Deal with Curtis Hale","8549","2025-09-08 22:27:27.751912"
"2159","6562","Deal with Christian Paul","15506","2025-08-31 22:27:27.170797"
"2160","6564","Deal with Karen Richardson","8562","2025-08-21 22:27:27.671887"
"2161","6567","Deal with Melissa Miller","40114","2025-08-21 22:27:27.986988"
"2162","6573","Deal with Benjamin Cohen","37664","2025-09-07 22:27:27.337614"
"2163","6576","Deal with Brittany Castillo","5843","2025-09-09 22:27:27.553190"
"2164","6580","Deal with Anthony Jacobs","33675","2025-08-28 22:27:27.507565"
"2165","6581","Deal with Julia Phillips","10319","2025-08-30 22:27:27.789041"
"2166","6582","Deal with Lauren Matthews","16250","2025-08-28 22:27:27.500417"
"2167","6583","Deal with Aaron Gill","49385","2025-08-25 22:27:27.393639"
"2168","6595","Deal with Mike Bass","30093","2025-09-06 22:27:27.861123"
"2169","6598","Deal with Erin Harris","17908","2025-09-10 22:27:27.983284"
"2170","6599","Deal with Shelly Smith","11285","2025-08-25 22:27:27.060958"
"2171","6600","Deal with Paul Matthews","16245","2025-09-06 22:27:27.381716"
"2172","6604","Deal with Steven Nguyen","9470","2025-08-25 22:27:27.128853"
"2173","6605","Deal with Alex Santos","44783","2025-09-03 22:27:27.762142"
"2174","6611","Deal with Kathy Cowan","41157","2025-09-08 22:27:27.873594"
"2175","6612","Deal with Patricia Rios","43653","2025-10-17 03:50:28.533444"
"2176","6615","Deal with Heidi Nguyen","23839","2025-05-24 18:30:56.068607"
"2177","6616","Deal with Leon Kline","17424","2025-05-10 07:59:50.220405"
"2178","6621","Deal with Vanessa Mills","45654","2025-08-07 11:16:05.555596"
"2179","6622","Deal with Kevin Anderson","34716","2025-09-02 23:33:14.169156"
"2180","6627","Deal with Maria Duarte","26437","2025-12-02 05:37:45.666279"
"2181","6629","Deal with Sean Kemp","33149","2025-12-11 23:04:23.938202"
"2182","6630","Deal with Jamie Obrien","28806","2025-06-02 20:28:51.551041"
"2183","6631","Deal with Julia Horton","15565","2025-12-11 17:57:43.456806"
"2184","6633","Deal with Edward Collins","24689","2025-09-15 04:20:44.500618"
"2185","6635","Deal with Kimberly Taylor","8389","2025-11-22 10:16:32.689278"
"2186","6637","Deal with Scott Smith","36497","2025-05-13 02:10:31.357747"
"2187","6638","Deal with Matthew Stevens","33517","2025-04-27 19:59:34.997637"
"2188","6639","Deal with Michelle Petty","27792","2025-09-18 21:21:54.022922"
"2189","6640","Deal with Adam Green","39646","2025-05-23 20:21:13.294124"
"2190","6644","Deal with Isaac Marquez","7778","2025-09-07 16:22:40.153990"
"2191","6645","Deal with Elizabeth Yang","29768","2025-07-29 22:23:07.434188"
"2192","6646","Deal with Sandra Thomas","35566","2025-05-19 15:47:18.140791"
"2193","6650","Deal with Anthony Reed","8805","2025-07-10 05:51:16.588290"
"2194","6651","Deal with Allen Ortiz","22685","2025-09-03 10:03:06.750121"
"2195","6657","Deal with Derek Davidson","7105","2025-04-26 00:24:42.489335"
"2196","6661","Deal with Amanda Barr","38629","2025-05-14 09:13:39.502080"
"2197","6662","Deal with Joseph Baker","24086","2025-11-07 11:09:02.557158"
"2198","6668","Deal with Kimberly Pearson","7617","2025-09-03 02:31:28.261063"
"2199","6673","Deal with Meghan Chaney","14872","2025-08-20 02:31:28.017416"
"2200","6675","Deal with Carol Alvarez","44693","2025-09-09 02:31:28.008960"
"2201","6676","Deal with Christina Schultz","14391","2025-08-27 02:31:28.106868"
"2202","6677","Deal with Kristin Estrada","38276","2025-08-19 02:31:28.711760"
"2203","6680","Deal with Mrs. Donna Jackson","37944","2025-08-29 02:31:28.153866"
"2204","6681","Deal with Robert Ramirez","16309","2025-08-16 02:31:28.123148"
"2205","6685","Deal with Melissa Daniel","48822","2025-08-30 02:31:28.063869"
"2206","6692","Deal with Dr. Denise Martinez","34668","2025-08-27 02:31:28.517509"
"2207","6693","Deal with Jeffrey Pierce","24044","2025-08-23 02:31:28.707645"
"2208","6694","Deal with Megan French","35550","2025-08-23 02:31:28.950651"
"2209","6696","Deal with Jennifer Perry MD","16191","2025-08-23 02:31:28.011052"
"2210","6699","Deal with Barry Patel","19350","2025-08-22 02:31:28.535172"
"2211","6708","Deal with Rose Kennedy","9518","2025-08-23 02:31:28.193277"
"2212","6709","Deal with Joseph Lewis","39393","2025-09-04 02:31:28.482775"
"2213","6710","Deal with Olivia Colon","25895","2025-08-18 02:31:28.560611"
"2214","6711","Deal with Danielle Snow","6386","2025-08-22 02:31:28.555921"
"2215","6716","Deal with Rebecca Vasquez","19543","2025-08-19 02:31:28.165915"
"2216","6718","Deal with Jessica Murphy","8794","2025-09-01 02:31:28.305096"
"2217","6722","Deal with Danny Howard","9117","2025-08-20 02:31:28.149353"
"2218","6723","Deal with Melinda Mann","29373","2025-09-03 02:31:28.709383"
"2219","6724","Deal with Lisa Washington","7026","2025-08-22 02:31:28.318656"
"2220","6726","Deal with Jennifer Lopez","23155","2025-10-12 23:18:27.383115"
"2221","6727","Deal with Ethan Riley","24433","2025-10-10 23:18:27.065098"
"2222","6739","Deal with Stephen Franco","20730","2025-10-13 23:18:27.466606"
"2223","6742","Deal with Brandon Henry","36397","2025-10-20 23:18:27.920162"
"2224","6745","Deal with Jennifer Howell","13174","2025-10-18 23:18:27.564966"
"2225","6748","Deal with Nathaniel Williams","27760","2025-10-10 23:18:27.265747"
"2226","6754","Deal with Mary Horn","7980","2025-10-11 23:18:27.773897"
"2227","6757","Deal with Kyle Lamb","21664","2025-10-07 23:18:27.643822"
"2228","6758","Deal with Scott Robinson","36115","2025-10-07 23:18:27.699007"
"2229","6760","Deal with Karen Andersen DDS","13851","2025-10-26 23:18:27.560364"
"2230","6766","Deal with Rebecca Sims","38708","2025-10-13 23:18:27.579467"
"2231","6767","Deal with Shane Thompson","11908","2025-10-18 23:18:27.106099"
"2232","6768","Deal with Michael Jones","15389","2025-10-22 23:18:27.106386"
"2233","6769","Deal with Logan Henson","32666","2025-10-01 23:18:27.691976"
"2234","6770","Deal with Alicia West","43074","2025-10-20 23:18:27.842582"
"2235","6771","Deal with Elizabeth Simmons","40292","2025-10-13 23:18:27.712651"
"2236","6777","Deal with Michael Strong","43962","2025-07-08 08:44:33.348014"
"2237","6778","Deal with Jennifer Rogers","15136","2025-06-25 08:44:33.666327"
"2238","6779","Deal with Richard Ross","24517","2025-06-30 08:44:33.504713"
"2239","6780","Deal with Rachel Hansen","46128","2025-06-25 08:44:33.218941"
"2240","6782","Deal with Andrea Trevino","10786","2025-06-26 08:44:33.950837"
"2241","6784","Deal with Stephanie Green","33318","2025-06-26 08:44:33.819625"
"2242","6794","Deal with Brittany Gutierrez","9384","2025-06-17 08:44:33.570456"
"2243","6795","Deal with Matthew Moore","18005","2025-06-29 08:44:33.370488"
"2244","6797","Deal with Yvonne White","20236","2025-06-25 08:44:33.958435"
"2245","6799","Deal with Kelly Avila","20697","2025-07-02 08:44:33.618970"
"2246","6801","Deal with Daniel Anderson","12949","2025-06-18 08:44:33.906240"
"2247","6806","Deal with Dr. Carlos Gomez","38190","2025-07-02 08:44:33.884468"
"2248","6807","Deal with Aaron Roberts","17703","2025-06-25 08:44:33.011899"
"2249","6812","Deal with Christopher Jones","15447","2025-06-17 08:44:33.483407"
"2250","6813","Deal with Mrs. Summer Wilkins PhD","46556","2025-06-27 08:44:33.121341"
"2251","6815","Deal with Edward Scott","31938","2025-06-14 08:44:33.258158"
"2252","6817","Deal with James Herrera","25466","2025-07-05 08:44:33.863014"
"2253","6818","Deal with Rachel Ponce","21292","2025-06-23 08:44:33.417504"
"2254","6821","Deal with Stephanie Rice","14620","2025-06-28 08:44:33.696022"
"2255","6823","Deal with Sonia Lee","32949","2025-07-04 08:44:33.057013"
"2256","6824","Deal with Jessica Franklin","24940","2025-07-16 08:41:09.807641"
"2257","6825","Deal with Jackson Norris Jr.","42976","2025-06-30 08:41:09.869980"
"2258","6832","Deal with Joseph Duncan","13632","2025-06-28 08:41:09.377398"
"2259","6833","Deal with Clifford Trevino","34373","2025-07-17 08:41:09.729663"
"2260","6836","Deal with William Martin","8440","2025-07-18 08:41:09.815518"
"2261","6837","Deal with Sharon Moreno","45240","2025-07-06 08:41:09.485256"
"2262","6841","Deal with John Smith","10968","2025-07-12 08:41:09.789699"
"2263","6845","Deal with Amy Gray","30310","2025-07-07 08:41:09.435962"
"2264","6849","Deal with Eugene Thompson","47198","2025-07-15 08:41:09.548371"
"2265","6852","Deal with Douglas Montoya","9888","2025-07-12 08:41:09.175557"
"2266","6858","Deal with Melissa Smith","19334","2025-07-06 08:41:09.789868"
"2267","6861","Deal with Jeffery Frazier","7364","2025-07-01 08:41:09.743617"
"2268","6863","Deal with Tammy Hicks","30575","2025-07-13 08:41:09.344110"
"2269","6868","Deal with Sherry Ray","15513","2025-07-04 08:41:09.834218"
"2270","6872","Deal with James Norman","29036","2025-07-13 08:41:09.741708"
"2271","6876","Deal with James Kennedy","19713","2025-06-11 16:34:55.712425"
"2272","6881","Deal with Donald Mathis","16390","2025-06-23 21:06:47.818462"
"2273","6886","Deal with Joseph Romero","15702","2025-06-08 20:11:00.679725"
"2274","6887","Deal with Matthew Conley","12351","2025-06-20 04:24:24.479723"
"2275","6888","Deal with Ricardo Richards","49371","2025-06-18 06:28:10.678118"
"2276","6891","Deal with Mark Banks","22167","2025-06-23 23:17:17.599074"
"2277","6894","Deal with Lisa Robertson","43232","2025-06-11 13:50:02.751681"
"2278","6895","Deal with Rachel Moyer","13308","2025-06-14 00:22:15.840676"
"2279","6899","Deal with Michael Terry","46177","2025-06-01 12:29:09.196823"
"2280","6902","Deal with Miguel Walker","6787","2025-06-07 16:10:45.515555"
"2281","6903","Deal with Thomas Singleton","26766","2025-06-05 04:14:26.624233"
"2282","6905","Deal with Mark Mckinney","26001","2025-06-11 06:27:27.769650"
"2283","6906","Deal with Erin Hall","17192","2025-06-27 11:16:43.981079"
"2284","6908","Deal with Melissa Alvarez","48201","2025-05-26 13:33:13.688177"
"2285","6910","Deal with Benjamin Mayer","10830","2025-06-10 02:51:12.161616"
"2286","6913","Deal with William Ellison","18125","2025-06-18 23:31:09.520658"
"2287","6932","Deal with Jack Smith","42556","2025-03-24 22:51:02.801799"
"2288","6933","Deal with Michelle Woods","25530","2025-04-28 15:07:08.680589"
"2289","6934","Deal with Jeffery Sullivan","35698","2025-08-08 14:46:29.867317"
"2290","6938","Deal with Thomas Simmons","36664","2025-03-31 14:05:15.592016"
"2291","6940","Deal with George Rivera","30104","2025-03-15 07:23:10.957584"
"2292","6942","Deal with Angela Green","20987","2025-01-29 09:54:21.920320"
"2293","6945","Deal with Eric Blake","19020","2025-08-16 03:29:54.814557"
"2294","6947","Deal with Kristy Knight","22675","2025-08-20 08:33:35.409169"
"2295","6950","Deal with Kathy Mills","40852","2025-03-22 14:08:00.553310"
"2296","6951","Deal with Kara Payne","44109","2025-07-09 19:00:47.033307"
"2297","6952","Deal with Erica Leon","30494","2025-09-11 07:08:38.199543"
"2298","6957","Deal with Megan Wallace","27687","2025-06-30 20:54:34.579249"
